event_id,event_key,asset_id,asset_key,action,direction
evt_mem_evt_20251124_sign_bufkin_2025_11_24_contract_67b1f1c0ac,evt_20251124_sign_bufkin,ast_mem_player_kobe_bufkin_af8a3b5d9d,player_kobe_bufkin,acquire,outgoing
evt_mem_evt_20251222_sign_koloko_2025_12_22_contract_7e11d111e6,evt_20251222_sign_koloko,ast_mem_player_christian_koloko_6a531ce7d6,player_christian_koloko,acquire,outgoing
evt_mem_evt_20260102_sign_koloko_again_2026_01_02_co_a6bfa979f7,evt_20260102_sign_koloko_again,ast_mem_player_christian_koloko_6a531ce7d6,player_christian_koloko,modify,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_pick_2027_1_lal_conditional_in_281f2f39fe,pick_2027_1_lal_conditional_in,acquire,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_pick_2027_1_more_favorable_phx_phi_4edfecb031,pick_2027_1_more_favorable_phx_phi,acquire,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_pick_2031_1_phx_in_e8b655bfbe,pick_2031_1_phx_in,acquire,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_georges_niang_4a28ce7943,player_georges_niang,acquire,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_jaren_jackson_jr_f365479aec,player_jaren_jackson_jr,relinquish,incoming
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_jock_landale_ba95761c58,player_jock_landale,relinquish,incoming
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_john_konchar_bfb540fa8d,player_john_konchar,relinquish,incoming
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_kyle_anderson_e23b5ad23c,player_kyle_anderson,acquire,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_taylor_hendricks_c280d427db,player_taylor_hendricks,acquire,outgoing
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_vince_williams_jr_904db7a1ac,player_vince_williams_jr,relinquish,incoming
evt_mem_evt_20260203_trade_jjj_2026_02_03_trade_db62e31a6e,evt_20260203_trade_jjj,ast_mem_player_walter_clayton_jr_ee10508d71,player_walter_clayton_jr,acquire,outgoing
evt_mem_evt_20260205_trade_jessup_2026_02_05_trade_d6d170dd00,evt_20260205_trade_jessup,ast_mem_pick_2032_2_swap_rights_phi_fb7e699400,pick_2032_2_swap_rights_phi,acquire,outgoing
evt_mem_evt_20260205_trade_jessup_2026_02_05_trade_d6d170dd00,evt_20260205_trade_jessup,ast_mem_player_eric_gordon_d04d30c738,player_eric_gordon,acquire,outgoing
evt_mem_evt_20260205_trade_jessup_2026_02_05_trade_d6d170dd00,evt_20260205_trade_jessup,ast_mem_player_justinian_jessup_322797a5e5,player_justinian_jessup,relinquish,incoming
evt_mem_evt_20260205_waive_niang_2026_02_05_waiver_a8cd4e8d6f,evt_20260205_waive_niang,ast_mem_player_georges_niang_4a28ce7943,player_georges_niang,terminate,incoming
evt_mem_evt_20260206_waive_gordon_2026_02_06_waiver_12d56f9905,evt_20260206_waive_gordon,ast_mem_player_eric_gordon_d04d30c738,player_eric_gordon,terminate,incoming
evt_mem_evt_20260209_sign_lawson_lovering_2026_02_09_d64b0cf22d,evt_20260209_sign_lawson_lovering,ast_mem_player_lawson_lovering_e8456395dd,player_lawson_lovering,acquire,outgoing
evt_mem_evt_20260222_sign_rayan_rupert_2026_02_22_co_fec0b73378,evt_20260222_sign_rayan_rupert,ast_mem_player_rayan_rupert_b6fd5979b8,player_rayan_rupert,acquire,outgoing
