edge_id,asset_id,asset_key,asset_type,subtype,source_node_id,target_node_id,start_date,end_date,is_active_at_end,player_name,action_raw,direction_raw
asset_a15668f231807882821579c2_0,asset_a15668f231807882821579c2,player:ziaire_williams_(sf),player,,state_start,evt_16cd30b5588da3d8f3c3dbd2,2016-07-01,2021-08-07,false,Ziaire Williams (SF),transform,outgoing
asset_a15668f231807882821579c2_1,asset_a15668f231807882821579c2,player:ziaire_williams_(sf),player,,evt_16cd30b5588da3d8f3c3dbd2,evt_1db7089b6ccd9a34278b1256,2021-08-07,2021-08-08,false,Ziaire Williams (SF),acquire,incoming
asset_a15668f231807882821579c2_end,asset_a15668f231807882821579c2,player:ziaire_williams_(sf),player,,evt_1db7089b6ccd9a34278b1256,state_end,2021-08-08,2026-03-08,true,Ziaire Williams (SF),acquire,incoming
asset_f5b3a64ec595089c3d5aedab_0,asset_f5b3a64ec595089c3d5aedab,player:yves_pons_(g),player,,state_start,evt_6a5f73fccf5ed63edc791dcd,2016-07-01,2021-08-10,false,Yves Pons (G),acquire,incoming
asset_f5b3a64ec595089c3d5aedab_1,asset_f5b3a64ec595089c3d5aedab,player:yves_pons_(g),player,,evt_6a5f73fccf5ed63edc791dcd,evt_8d1cf5069fb593874780b089,2021-08-10,2021-09-23,false,Yves Pons (G),modify,incoming
asset_f5b3a64ec595089c3d5aedab_end,asset_f5b3a64ec595089c3d5aedab,player:yves_pons_(g),player,,evt_8d1cf5069fb593874780b089,state_end,2021-09-23,2026-03-08,true,Yves Pons (G),modify,incoming
asset_df91f902ee1af65139800faa_0,asset_df91f902ee1af65139800faa,player:patrick_beverley_(pg),player,,state_start,evt_d1e4369a8ea0b03007dd49c9,2016-07-01,2021-08-16,false,Patrick Beverley (PG),transform,outgoing
asset_df91f902ee1af65139800faa_end,asset_df91f902ee1af65139800faa,player:patrick_beverley_(pg),player,,evt_d1e4369a8ea0b03007dd49c9,state_end,2021-08-16,2026-03-08,true,Patrick Beverley (PG),transform,outgoing
asset_a501b60bab77d24537dc01f2_0,asset_a501b60bab77d24537dc01f2,player:daniel_oturu_(c),player,,state_start,evt_c5d2042a38a81c659708c817,2016-07-01,2021-08-16,false,Daniel Oturu (C),transform,outgoing
asset_a501b60bab77d24537dc01f2_1,asset_a501b60bab77d24537dc01f2,player:daniel_oturu_(c),player,,evt_c5d2042a38a81c659708c817,evt_6d951551b5dcf147082eccab,2021-08-16,2021-09-24,false,Daniel Oturu (C),relinquish,outgoing
asset_a501b60bab77d24537dc01f2_end,asset_a501b60bab77d24537dc01f2,player:daniel_oturu_(c),player,,evt_6d951551b5dcf147082eccab,state_end,2021-09-24,2026-03-08,true,Daniel Oturu (C),relinquish,outgoing
asset_2a59471c7ba509a3d791d850_0,asset_2a59471c7ba509a3d791d850,player:rajon_rondo_(pg),player,,state_start,evt_d335bfbfa484372d2353413e,2016-07-01,2021-08-16,false,Rajon Rondo (PG),transform,outgoing
asset_2a59471c7ba509a3d791d850_1,asset_2a59471c7ba509a3d791d850,player:rajon_rondo_(pg),player,,evt_d335bfbfa484372d2353413e,evt_02589263d070ddf76839420e,2021-08-16,2021-08-28,false,Rajon Rondo (PG),relinquish,outgoing
asset_2a59471c7ba509a3d791d850_end,asset_2a59471c7ba509a3d791d850,player:rajon_rondo_(pg),player,,evt_02589263d070ddf76839420e,state_end,2021-08-28,2026-03-08,true,Rajon Rondo (PG),relinquish,outgoing
asset_e2a3433927a07d9ee4f13e32_0,asset_e2a3433927a07d9ee4f13e32,player:juancho_hernangomez_(pf),player,,state_start,evt_cd8862a8f2e98ae9f398a3d6,2016-07-01,2021-08-25,false,Juancho Hernangomez (PF),transform,outgoing
asset_e2a3433927a07d9ee4f13e32_end,asset_e2a3433927a07d9ee4f13e32,player:juancho_hernangomez_(pf),player,,evt_cd8862a8f2e98ae9f398a3d6,state_end,2021-08-25,2026-03-08,true,Juancho Hernangomez (PF),transform,outgoing
asset_7a7ac69b61ea5e9137d28354_0,asset_7a7ac69b61ea5e9137d28354,player:jarrett_culver_(sg),player,,state_start,evt_eb824a8afffd833272268230,2016-07-01,2021-08-25,false,Jarrett Culver (SG),transform,outgoing
asset_7a7ac69b61ea5e9137d28354_end,asset_7a7ac69b61ea5e9137d28354,player:jarrett_culver_(sg),player,,evt_eb824a8afffd833272268230,state_end,2021-08-25,2026-03-08,true,Jarrett Culver (SG),transform,outgoing
asset_6292fe47a0c1c88e49f9b04b_0,asset_6292fe47a0c1c88e49f9b04b,player:marc_gasol_(c),player,,state_start,evt_350b40be3b6f810a903e066c,2016-07-01,2021-09-10,false,Marc Gasol (C),transform,outgoing
asset_6292fe47a0c1c88e49f9b04b_1,asset_6292fe47a0c1c88e49f9b04b,player:marc_gasol_(c),player,,evt_350b40be3b6f810a903e066c,evt_1c15e196435596c18e846491,2021-09-10,2021-09-15,false,Marc Gasol (C),relinquish,outgoing
asset_6292fe47a0c1c88e49f9b04b_end,asset_6292fe47a0c1c88e49f9b04b,player:marc_gasol_(c),player,,evt_1c15e196435596c18e846491,state_end,2021-09-15,2026-03-08,true,Marc Gasol (C),relinquish,outgoing
asset_258ca5a77a4d9ff2daf0c9a9_0,asset_258ca5a77a4d9ff2daf0c9a9,player:kris_dunn_(pg),player,,state_start,evt_f8cd211ae83d8d6d31772181,2016-07-01,2021-09-15,false,Kris Dunn (PG),transform,outgoing
asset_258ca5a77a4d9ff2daf0c9a9_1,asset_258ca5a77a4d9ff2daf0c9a9,player:kris_dunn_(pg),player,,evt_f8cd211ae83d8d6d31772181,evt_d8506f55b8d877b7f9026493,2021-09-15,2021-10-16,false,Kris Dunn (PG),relinquish,outgoing
asset_258ca5a77a4d9ff2daf0c9a9_end,asset_258ca5a77a4d9ff2daf0c9a9,player:kris_dunn_(pg),player,,evt_d8506f55b8d877b7f9026493,state_end,2021-10-16,2026-03-08,true,Kris Dunn (PG),relinquish,outgoing
asset_65c4a6acdd58ec596eac4819_0,asset_65c4a6acdd58ec596eac4819,player:carsen_edwards_(pg),player,,state_start,evt_021908ef8268a31a1e16655d,2016-07-01,2021-09-15,false,Carsen Edwards (PG),transform,outgoing
asset_65c4a6acdd58ec596eac4819_1,asset_65c4a6acdd58ec596eac4819,player:carsen_edwards_(pg),player,,evt_021908ef8268a31a1e16655d,evt_ecd4398ed4959f817128a717,2021-09-15,2021-09-23,false,Carsen Edwards (PG),relinquish,outgoing
asset_65c4a6acdd58ec596eac4819_end,asset_65c4a6acdd58ec596eac4819,player:carsen_edwards_(pg),player,,evt_ecd4398ed4959f817128a717,state_end,2021-09-23,2026-03-08,true,Carsen Edwards (PG),relinquish,outgoing
asset_006f2284ac82ec4652b1ddaf_0,asset_006f2284ac82ec4652b1ddaf,player:romeo_weems_(sf),two_way,,state_start,evt_cf430a3c52726ef70fc0dd94,2016-07-01,2021-10-08,false,Romeo Weems (SF),modify,incoming
asset_006f2284ac82ec4652b1ddaf_1,asset_006f2284ac82ec4652b1ddaf,player:romeo_weems_(sf),two_way,,evt_cf430a3c52726ef70fc0dd94,evt_e342c074e8cf420e36ed0bce,2021-10-08,2021-10-14,false,Romeo Weems (SF),relinquish,outgoing
asset_006f2284ac82ec4652b1ddaf_2,asset_006f2284ac82ec4652b1ddaf,player:romeo_weems_(sf),two_way,,evt_e342c074e8cf420e36ed0bce,evt_4e8f5fea4d190d7e46fafa93,2021-10-14,2022-10-13,false,Romeo Weems (SF),acquire,incoming
asset_006f2284ac82ec4652b1ddaf_3,asset_006f2284ac82ec4652b1ddaf,player:romeo_weems_(sf),two_way,,evt_4e8f5fea4d190d7e46fafa93,evt_79ac515a94d59e19012dfbb4,2022-10-13,2022-10-14,false,Romeo Weems (SF),relinquish,outgoing
asset_006f2284ac82ec4652b1ddaf_end,asset_006f2284ac82ec4652b1ddaf,player:romeo_weems_(sf),two_way,,evt_79ac515a94d59e19012dfbb4,state_end,2022-10-14,2026-03-08,true,Romeo Weems (SF),relinquish,outgoing
asset_83dbc1ca79f93fb8a49fb3d2_0,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,state_start,evt_f9d6e9b43f9d640a51c9f32b,2016-07-01,2021-10-14,false,Matthew Hurt (PF),acquire,incoming
asset_83dbc1ca79f93fb8a49fb3d2_1,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_f9d6e9b43f9d640a51c9f32b,evt_4c569434521f0619e3f34433,2021-10-14,2021-10-16,false,Matthew Hurt (PF),relinquish,outgoing
asset_83dbc1ca79f93fb8a49fb3d2_2,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_4c569434521f0619e3f34433,evt_cc4e48456df12ad97efdf166,2021-10-16,2022-10-10,false,Matthew Hurt (PF),acquire,incoming
asset_83dbc1ca79f93fb8a49fb3d2_3,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_cc4e48456df12ad97efdf166,evt_223752594b0d31670425af63,2022-10-10,2022-10-13,false,Matthew Hurt (PF),relinquish,outgoing
asset_83dbc1ca79f93fb8a49fb3d2_4,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_223752594b0d31670425af63,evt_4820b2562e1af05b570b7077,2022-10-13,2023-09-30,false,Matthew Hurt (PF),acquire,incoming
asset_83dbc1ca79f93fb8a49fb3d2_5,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_4820b2562e1af05b570b7077,evt_6c6577e7b51649a4a17ce4f7,2023-09-30,2023-10-16,false,Matthew Hurt (PF),relinquish,outgoing
asset_83dbc1ca79f93fb8a49fb3d2_6,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_6c6577e7b51649a4a17ce4f7,evt_b91b3665a7527a4dadeab971,2023-10-16,2024-01-29,false,Matthew Hurt (PF),acquire,incoming
asset_83dbc1ca79f93fb8a49fb3d2_7,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_b91b3665a7527a4dadeab971,evt_9c660f5b65127b3cf4e0469e,2024-01-29,2024-02-26,false,Matthew Hurt (PF),acquire,incoming
asset_83dbc1ca79f93fb8a49fb3d2_end,asset_83dbc1ca79f93fb8a49fb3d2,player:matthew_hurt_(pf),player,,evt_9c660f5b65127b3cf4e0469e,state_end,2024-02-26,2026-03-08,true,Matthew Hurt (PF),acquire,incoming
asset_9f7c8c0aff52677b7c43e210_0,asset_9f7c8c0aff52677b7c43e210,player:david_stockton_(pg),player,,state_start,evt_767ae40769b4e5dfc7a78352,2016-07-01,2021-10-15,false,David Stockton (PG),acquire,incoming
asset_9f7c8c0aff52677b7c43e210_1,asset_9f7c8c0aff52677b7c43e210,player:david_stockton_(pg),player,,evt_767ae40769b4e5dfc7a78352,evt_7f9e86f284cf9ff9da805cd0,2021-10-15,2021-10-16,false,David Stockton (PG),relinquish,outgoing
asset_9f7c8c0aff52677b7c43e210_end,asset_9f7c8c0aff52677b7c43e210,player:david_stockton_(pg),player,,evt_7f9e86f284cf9ff9da805cd0,state_end,2021-10-16,2026-03-08,true,David Stockton (PG),relinquish,outgoing
asset_6549cc3128e6a38c0faca8bf_0,asset_6549cc3128e6a38c0faca8bf,player:tyrell_terry_(pg),player,,state_start,evt_c64a07fb210197ff3686da24,2016-07-01,2021-12-25,false,Tyrell Terry (PG),acquire,incoming
asset_6549cc3128e6a38c0faca8bf_1,asset_6549cc3128e6a38c0faca8bf,player:tyrell_terry_(pg),player,,evt_c64a07fb210197ff3686da24,evt_54e6a9b8f4d4939e70a285bb,2021-12-25,2022-01-04,false,Tyrell Terry (PG),modify,incoming
asset_6549cc3128e6a38c0faca8bf_2,asset_6549cc3128e6a38c0faca8bf,player:tyrell_terry_(pg),player,,evt_54e6a9b8f4d4939e70a285bb,evt_7849cdd7bbd908e7ec2f8ee0,2022-01-04,2022-07-02,false,Tyrell Terry (PG),relinquish,outgoing
asset_6549cc3128e6a38c0faca8bf_end,asset_6549cc3128e6a38c0faca8bf,player:tyrell_terry_(pg),player,,evt_7849cdd7bbd908e7ec2f8ee0,state_end,2022-07-02,2026-03-08,true,Tyrell Terry (PG),relinquish,outgoing
asset_8d716d8f32b7a9296bc79d02_0,asset_8d716d8f32b7a9296bc79d02,player:xavier_sneed_(sg),player,,state_start,evt_9a86c4b7d479daeb4bf41cdf,2016-07-01,2021-12-27,false,Xavier Sneed (SG),acquire,incoming
asset_8d716d8f32b7a9296bc79d02_end,asset_8d716d8f32b7a9296bc79d02,player:xavier_sneed_(sg),player,,evt_9a86c4b7d479daeb4bf41cdf,state_end,2021-12-27,2026-03-08,true,Xavier Sneed (SG),acquire,incoming
asset_1ce7044fbe78ff55fb0802ae_0,asset_1ce7044fbe78ff55fb0802ae,player:dakota_mathias_(sg),player,,state_start,evt_2e6f687adcb6e04dc93c767a,2016-07-01,2021-12-30,false,Dakota Mathias (SG),acquire,incoming
asset_1ce7044fbe78ff55fb0802ae_1,asset_1ce7044fbe78ff55fb0802ae,player:dakota_mathias_(sg),player,,evt_2e6f687adcb6e04dc93c767a,evt_28f8594763d3dc53aaa862b9,2021-12-30,2022-01-14,false,Dakota Mathias (SG),acquire,incoming
asset_1ce7044fbe78ff55fb0802ae_2,asset_1ce7044fbe78ff55fb0802ae,player:dakota_mathias_(sg),player,,evt_28f8594763d3dc53aaa862b9,evt_784b4616ec6add5074485d32,2022-01-14,2022-10-14,false,Dakota Mathias (SG),acquire,incoming
asset_1ce7044fbe78ff55fb0802ae_3,asset_1ce7044fbe78ff55fb0802ae,player:dakota_mathias_(sg),player,,evt_784b4616ec6add5074485d32,evt_df0e086fe7b3b50464626111,2022-10-14,2022-10-15,false,Dakota Mathias (SG),relinquish,outgoing
asset_1ce7044fbe78ff55fb0802ae_end,asset_1ce7044fbe78ff55fb0802ae,player:dakota_mathias_(sg),player,,evt_df0e086fe7b3b50464626111,state_end,2022-10-15,2026-03-08,true,Dakota Mathias (SG),relinquish,outgoing
asset_4b6052fa95d4f826b8b59960_0,asset_4b6052fa95d4f826b8b59960,player:daquan_jeffries_(sg),player,,state_start,evt_8873c2fa7945739418932e18,2016-07-01,2022-01-01,false,DaQuan Jeffries (SG),acquire,incoming
asset_4b6052fa95d4f826b8b59960_end,asset_4b6052fa95d4f826b8b59960,player:daquan_jeffries_(sg),player,,evt_8873c2fa7945739418932e18,state_end,2022-01-01,2026-03-08,true,DaQuan Jeffries (SG),acquire,incoming
asset_d27297eca0198b832dc32be5_0,asset_d27297eca0198b832dc32be5,player:jon_teske_(c),player,,state_start,evt_49f9c6e244e5f74188da5aaa,2016-07-01,2022-01-03,false,Jon Teske (C),acquire,incoming
asset_d27297eca0198b832dc32be5_end,asset_d27297eca0198b832dc32be5,player:jon_teske_(c),player,,evt_49f9c6e244e5f74188da5aaa,state_end,2022-01-03,2026-03-08,true,Jon Teske (C),acquire,incoming
asset_66273c476da65ef0b544827e_0,asset_66273c476da65ef0b544827e,player:shaquille_harrison_(pg),player,,state_start,evt_696f1319cc06c13134c9b249,2016-07-01,2022-01-19,false,Shaquille Harrison (PG),acquire,incoming
asset_66273c476da65ef0b544827e_1,asset_66273c476da65ef0b544827e,player:shaquille_harrison_(pg),player,,evt_696f1319cc06c13134c9b249,evt_3366e0321f684bc1d3f46d99,2022-01-19,2023-08-31,false,Shaquille Harrison (PG),acquire,incoming
asset_66273c476da65ef0b544827e_2,asset_66273c476da65ef0b544827e,player:shaquille_harrison_(pg),player,,evt_3366e0321f684bc1d3f46d99,evt_20195d90fd10e8727201ad6f,2023-08-31,2023-10-21,false,Shaquille Harrison (PG),relinquish,outgoing
asset_66273c476da65ef0b544827e_3,asset_66273c476da65ef0b544827e,player:shaquille_harrison_(pg),player,,evt_20195d90fd10e8727201ad6f,evt_170315af727bbb3c038a8a18,2023-10-21,2023-11-24,false,Shaquille Harrison (PG),acquire,incoming
asset_66273c476da65ef0b544827e_end,asset_66273c476da65ef0b544827e,player:shaquille_harrison_(pg),player,,evt_170315af727bbb3c038a8a18,state_end,2023-11-24,2026-03-08,true,Shaquille Harrison (PG),acquire,incoming
asset_85fe40b69c4d1c5fd1812d1c_0,asset_85fe40b69c4d1c5fd1812d1c,player:walker_kessler_(c),player,,state_start,evt_b6bf355388a08991288a370d,2016-07-01,2022-06-23,false,Walker Kessler (C),acquire,incoming
asset_85fe40b69c4d1c5fd1812d1c_end,asset_85fe40b69c4d1c5fd1812d1c,player:walker_kessler_(c),player,,evt_b6bf355388a08991288a370d,state_end,2022-06-23,2026-03-08,true,Walker Kessler (C),acquire,incoming
asset_26858bba53af6d8a48f4216e_0,asset_26858bba53af6d8a48f4216e,player:tyty_washington_jr._(pg),player,,state_start,evt_14ee715861fc3ab024c38572,2016-07-01,2022-06-23,false,TyTy Washington Jr. (PG),acquire,incoming
asset_26858bba53af6d8a48f4216e_end,asset_26858bba53af6d8a48f4216e,player:tyty_washington_jr._(pg),player,,evt_14ee715861fc3ab024c38572,state_end,2022-06-23,2026-03-08,true,TyTy Washington Jr. (PG),acquire,incoming
asset_b27585be3d554e992a9d6338_0,asset_b27585be3d554e992a9d6338,player:vincent_williams_jr._(sf),player,,state_start,evt_2d58e94c169e2b2aaf30027c,2016-07-01,2022-06-23,false,Vincent Williams Jr. (SF),acquire,incoming
asset_b27585be3d554e992a9d6338_1,asset_b27585be3d554e992a9d6338,player:vincent_williams_jr._(sf),player,,evt_2d58e94c169e2b2aaf30027c,evt_14612a14899e132fad7ff326,2022-06-23,2022-07-02,false,Vincent Williams Jr. (SF),modify,incoming
asset_b27585be3d554e992a9d6338_2,asset_b27585be3d554e992a9d6338,player:vincent_williams_jr._(sf),player,,evt_14612a14899e132fad7ff326,evt_ebfa44b658e7226a9dbb17c6,2022-07-02,2024-01-10,false,Vincent Williams Jr. (SF),modify,incoming
asset_b27585be3d554e992a9d6338_end,asset_b27585be3d554e992a9d6338,player:vincent_williams_jr._(sf),player,,evt_ebfa44b658e7226a9dbb17c6,state_end,2024-01-10,2026-03-08,true,Vincent Williams Jr. (SF),modify,incoming
asset_2272248b9084e7e9a1b66e51_0,asset_2272248b9084e7e9a1b66e51,player:david_roddy_(pf),player,,state_start,evt_23b3c2b6e3084e20a6eb714b,2016-07-01,2022-06-24,false,David Roddy (PF),transform,outgoing
asset_2272248b9084e7e9a1b66e51_1,asset_2272248b9084e7e9a1b66e51,player:david_roddy_(pf),player,,evt_23b3c2b6e3084e20a6eb714b,evt_a66af3a7f8091450096fdd02,2022-06-24,2022-07-02,false,David Roddy (PF),acquire,incoming
asset_2272248b9084e7e9a1b66e51_end,asset_2272248b9084e7e9a1b66e51,player:david_roddy_(pf),player,,evt_a66af3a7f8091450096fdd02,state_end,2022-07-02,2026-03-08,true,David Roddy (PF),acquire,incoming
asset_0cf75781777c6831c5bd596d_0,asset_0cf75781777c6831c5bd596d,player:danny_green_(sf),player,,state_start,evt_70e48f3d57abc3494bde65a9,2016-07-01,2022-06-24,false,Danny Green (SF),transform,outgoing
asset_0cf75781777c6831c5bd596d_end,asset_0cf75781777c6831c5bd596d,player:danny_green_(sf),player,,evt_70e48f3d57abc3494bde65a9,state_end,2022-06-24,2026-03-08,true,Danny Green (SF),transform,outgoing
asset_7dc52b62ce12c6c79c5c5886_0,asset_7dc52b62ce12c6c79c5c5886,player:kennedy_chandler_(pg),player,,state_start,evt_da52dbc8129548261f4752ed,2016-07-01,2022-06-24,false,Kennedy Chandler (PG),transform,outgoing
asset_7dc52b62ce12c6c79c5c5886_1,asset_7dc52b62ce12c6c79c5c5886,player:kennedy_chandler_(pg),player,,evt_da52dbc8129548261f4752ed,evt_5c4e00b598def219a6dc6225,2022-06-24,2022-07-06,false,Kennedy Chandler (PG),acquire,incoming
asset_7dc52b62ce12c6c79c5c5886_2,asset_7dc52b62ce12c6c79c5c5886,player:kennedy_chandler_(pg),player,,evt_5c4e00b598def219a6dc6225,evt_837ea997c9723231aaecba23,2022-07-06,2023-04-08,false,Kennedy Chandler (PG),relinquish,outgoing
asset_7dc52b62ce12c6c79c5c5886_end,asset_7dc52b62ce12c6c79c5c5886,player:kennedy_chandler_(pg),player,,evt_837ea997c9723231aaecba23,state_end,2023-04-08,2026-03-08,true,Kennedy Chandler (PG),relinquish,outgoing
asset_84dd9e1385633ff658fb4dfb_0,asset_84dd9e1385633ff658fb4dfb,player:jake_laravia_(pf),player,,state_start,evt_be4bbca5f5f20b860c184aae,2016-07-01,2022-06-24,false,Jake LaRavia (PF),transform,outgoing
asset_84dd9e1385633ff658fb4dfb_1,asset_84dd9e1385633ff658fb4dfb,player:jake_laravia_(pf),player,,evt_be4bbca5f5f20b860c184aae,evt_d4ddbcadd5074ed5b373c051,2022-06-24,2022-07-02,false,Jake LaRavia (PF),acquire,incoming
asset_84dd9e1385633ff658fb4dfb_end,asset_84dd9e1385633ff658fb4dfb,player:jake_laravia_(pf),player,,evt_d4ddbcadd5074ed5b373c051,state_end,2022-07-02,2026-03-08,true,Jake LaRavia (PF),acquire,incoming
asset_435f53165b2cbbdddf7dcb30_0,asset_435f53165b2cbbdddf7dcb30,player:vince_williams_jr.,player,,state_start,evt_e4220b1fbf4c30db7c455b26,2016-07-01,2022-06-30,false,Vince Williams Jr.,transform,incoming
asset_435f53165b2cbbdddf7dcb30_end,asset_435f53165b2cbbdddf7dcb30,player:vince_williams_jr.,player,,evt_e4220b1fbf4c30db7c455b26,state_end,2022-06-30,2026-03-08,true,Vince Williams Jr.,transform,incoming
asset_fbb85394f84a978b8792882c_0,asset_fbb85394f84a978b8792882c,player:tyty_washington_jr.,player,,state_start,evt_85625d2f907d7a5ea6040937,2016-07-01,2022-06-30,false,TyTy Washington Jr.,transform,incoming
asset_fbb85394f84a978b8792882c_end,asset_fbb85394f84a978b8792882c,player:tyty_washington_jr.,player,,evt_85625d2f907d7a5ea6040937,state_end,2022-06-30,2026-03-08,true,TyTy Washington Jr.,transform,incoming
asset_55f1a9917aee86e65a3acd8b_0,asset_55f1a9917aee86e65a3acd8b,player:walker_kessler,player,,state_start,evt_f3b345830b096c058fb0a2ba,2016-07-01,2022-06-30,false,Walker Kessler,transform,incoming
asset_55f1a9917aee86e65a3acd8b_end,asset_55f1a9917aee86e65a3acd8b,player:walker_kessler,player,,evt_f3b345830b096c058fb0a2ba,state_end,2022-06-30,2026-03-08,true,Walker Kessler,transform,incoming
asset_386c44a9a6e0764b46426141_0,asset_386c44a9a6e0764b46426141,player:kenneth_lofton_jr._(pf),two_way,,state_start,evt_5e110c25e84fb1cd71b14274,2016-07-01,2022-07-02,false,Kenneth Lofton Jr. (PF),modify,incoming
asset_386c44a9a6e0764b46426141_1,asset_386c44a9a6e0764b46426141,player:kenneth_lofton_jr._(pf),two_way,,evt_5e110c25e84fb1cd71b14274,evt_ad9e955bedf13f56d6b8ce30,2022-07-02,2023-04-08,false,Kenneth Lofton Jr. (PF),acquire,incoming
asset_386c44a9a6e0764b46426141_2,asset_386c44a9a6e0764b46426141,player:kenneth_lofton_jr._(pf),two_way,,evt_ad9e955bedf13f56d6b8ce30,evt_17397d9c20cc7962eacf1789,2023-04-08,2023-12-18,false,Kenneth Lofton Jr. (PF),relinquish,outgoing
asset_386c44a9a6e0764b46426141_end,asset_386c44a9a6e0764b46426141,player:kenneth_lofton_jr._(pf),two_way,,evt_17397d9c20cc7962eacf1789,state_end,2023-12-18,2026-03-08,true,Kenneth Lofton Jr. (PF),relinquish,outgoing
asset_433cd28f9c8ab41c1166bbcd_0,asset_433cd28f9c8ab41c1166bbcd,player:justin_bean_(f),player,,state_start,evt_cf6a5696443b8ffc5c6082d3,2016-07-01,2022-09-23,false,Justin Bean (F),acquire,incoming
asset_433cd28f9c8ab41c1166bbcd_1,asset_433cd28f9c8ab41c1166bbcd,player:justin_bean_(f),player,,evt_cf6a5696443b8ffc5c6082d3,evt_9247aff8eee892dc567890ee,2022-09-23,2022-10-10,false,Justin Bean (F),relinquish,outgoing
asset_433cd28f9c8ab41c1166bbcd_end,asset_433cd28f9c8ab41c1166bbcd,player:justin_bean_(f),player,,evt_9247aff8eee892dc567890ee,state_end,2022-10-10,2026-03-08,true,Justin Bean (F),relinquish,outgoing
asset_2149e64d1bae525e81a9feb4_0,asset_2149e64d1bae525e81a9feb4,player:jacob_gilyard_(pg),player,,state_start,evt_4a90a6fdf68729a00dcd19b4,2016-07-01,2022-09-23,false,Jacob Gilyard (PG),acquire,incoming
asset_2149e64d1bae525e81a9feb4_1,asset_2149e64d1bae525e81a9feb4,player:jacob_gilyard_(pg),player,,evt_4a90a6fdf68729a00dcd19b4,evt_8b7953c95d0944f60eb5cd2b,2022-09-23,2022-10-10,false,Jacob Gilyard (PG),relinquish,outgoing
asset_2149e64d1bae525e81a9feb4_2,asset_2149e64d1bae525e81a9feb4,player:jacob_gilyard_(pg),player,,evt_8b7953c95d0944f60eb5cd2b,evt_92f12b263e750545c8983249,2022-10-10,2023-04-08,false,Jacob Gilyard (PG),modify,incoming
asset_2149e64d1bae525e81a9feb4_3,asset_2149e64d1bae525e81a9feb4,player:jacob_gilyard_(pg),player,,evt_92f12b263e750545c8983249,evt_2720378c29e5ab950a534d38,2023-04-08,2024-02-24,false,Jacob Gilyard (PG),relinquish,outgoing
asset_2149e64d1bae525e81a9feb4_end,asset_2149e64d1bae525e81a9feb4,player:jacob_gilyard_(pg),player,,evt_2720378c29e5ab950a534d38,state_end,2024-02-24,2026-03-08,true,Jacob Gilyard (PG),relinquish,outgoing
asset_028ab8ef1a71dab7287a18a3_0,asset_028ab8ef1a71dab7287a18a3,player:e.j._onu_(f),player,,state_start,evt_804564805f6ebf0a5e693837,2016-07-01,2022-10-13,false,E.J. Onu (F),acquire,incoming
asset_028ab8ef1a71dab7287a18a3_1,asset_028ab8ef1a71dab7287a18a3,player:e.j._onu_(f),player,,evt_804564805f6ebf0a5e693837,evt_8b2457d1dc9fbe1a53ae6a39,2022-10-13,2022-10-14,false,E.J. Onu (F),relinquish,outgoing
asset_028ab8ef1a71dab7287a18a3_end,asset_028ab8ef1a71dab7287a18a3,player:e.j._onu_(f),player,,evt_8b2457d1dc9fbe1a53ae6a39,state_end,2022-10-14,2026-03-08,true,E.J. Onu (F),relinquish,outgoing
asset_59f716a2335be99e0cbbb157_0,asset_59f716a2335be99e0cbbb157,player:luke_kennard_(sg),player,,state_start,evt_7a99af5a76f81d62327c4281,2016-07-01,2023-02-09,false,Luke Kennard (SG),transform,outgoing
asset_59f716a2335be99e0cbbb157_1,asset_59f716a2335be99e0cbbb157,player:luke_kennard_(sg),player,,evt_7a99af5a76f81d62327c4281,evt_405765c8969e83c23daf2d38,2023-02-09,2024-07-31,false,Luke Kennard (SG),acquire,incoming
asset_59f716a2335be99e0cbbb157_end,asset_59f716a2335be99e0cbbb157,player:luke_kennard_(sg),player,,evt_405765c8969e83c23daf2d38,state_end,2024-07-31,2026-03-08,true,Luke Kennard (SG),acquire,incoming
asset_4abcdb71d665145d8a4a5b8d_0,asset_4abcdb71d665145d8a4a5b8d,player:g.g._jackson,player,PF,state_start,evt_94495486917418172f094318,2016-07-01,2023-06-22,false,G.G. Jackson,acquire,incoming
asset_4abcdb71d665145d8a4a5b8d_1,asset_4abcdb71d665145d8a4a5b8d,player:g.g._jackson,player,PF,evt_94495486917418172f094318,evt_4664a335d51733e81580b3b4,2023-06-22,2023-08-31,false,G.G. Jackson,modify,incoming
asset_4abcdb71d665145d8a4a5b8d_2,asset_4abcdb71d665145d8a4a5b8d,player:g.g._jackson,player,PF,evt_4664a335d51733e81580b3b4,evt_c983c9c947ccf179262e5e85,2023-08-31,2024-02-09,false,G.G. Jackson,modify,incoming
